Metadata_Experiment,drug,Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,plate,row,col,bleach,strain,well_censor,well_censor_reason,notes,concentration_um,diluent,class
ben1,Albendazole,p018,A07,48h,10,15hHB101,18,A,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,A08,48h,10,15hHB101,18,A,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,A09,48h,10,15hHB101,18,A,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,A10,48h,10,15hHB101,18,A,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B01,48h,10,15hHB101,18,B,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B02,48h,10,15hHB101,18,B,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B03,48h,10,15hHB101,18,B,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B04,48h,10,15hHB101,18,B,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B05,48h,10,15hHB101,18,B,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B06,48h,10,15hHB101,18,B,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B07,48h,10,15hHB101,18,B,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B08,48h,10,15hHB101,18,B,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B09,48h,10,15hHB101,18,B,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,B10,48h,10,15hHB101,18,B,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C01,48h,10,15hHB101,18,C,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C02,48h,10,15hHB101,18,C,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C03,48h,10,15hHB101,18,C,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C04,48h,10,15hHB101,18,C,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C05,48h,10,15hHB101,18,C,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C06,48h,10,15hHB101,18,C,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C07,48h,10,15hHB101,18,C,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C08,48h,10,15hHB101,18,C,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C09,48h,10,15hHB101,18,C,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,C10,48h,10,15hHB101,18,C,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D01,48h,10,15hHB101,18,D,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D02,48h,10,15hHB101,18,D,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D03,48h,10,15hHB101,18,D,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D04,48h,10,15hHB101,18,D,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D05,48h,10,15hHB101,18,D,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D06,48h,10,15hHB101,18,D,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D07,48h,10,15hHB101,18,D,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D08,48h,10,15hHB101,18,D,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D09,48h,10,15hHB101,18,D,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,D10,48h,10,15hHB101,18,D,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E01,48h,10,15hHB101,18,E,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E02,48h,10,15hHB101,18,E,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E03,48h,10,15hHB101,18,E,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E04,48h,10,15hHB101,18,E,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E05,48h,10,15hHB101,18,E,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E06,48h,10,15hHB101,18,E,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E07,48h,10,15hHB101,18,E,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E08,48h,10,15hHB101,18,E,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E09,48h,10,15hHB101,18,E,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,E10,48h,10,15hHB101,18,E,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F01,48h,10,15hHB101,18,F,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F02,48h,10,15hHB101,18,F,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F03,48h,10,15hHB101,18,F,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F04,48h,10,15hHB101,18,F,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F05,48h,10,15hHB101,18,F,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F06,48h,10,15hHB101,18,F,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F07,48h,10,15hHB101,18,F,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F08,48h,10,15hHB101,18,F,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F09,48h,10,15hHB101,18,F,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,F10,48h,10,15hHB101,18,F,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G01,48h,10,15hHB101,18,G,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G02,48h,10,15hHB101,18,G,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G03,48h,10,15hHB101,18,G,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G04,48h,10,15hHB101,18,G,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G05,48h,10,15hHB101,18,G,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G06,48h,10,15hHB101,18,G,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G07,48h,10,15hHB101,18,G,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G08,48h,10,15hHB101,18,G,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G09,48h,10,15hHB101,18,G,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,G10,48h,10,15hHB101,18,G,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H01,48h,10,15hHB101,18,H,1,2,N2,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H02,48h,10,15hHB101,18,H,2,2,ECA882,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H03,48h,10,15hHB101,18,H,3,2,ECA3595,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H04,48h,10,15hHB101,18,H,4,2,ECA3600,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H05,48h,10,15hHB101,18,H,5,2,ECA3585,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H06,48h,10,15hHB101,18,H,6,2,ECA3628,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H07,48h,10,15hHB101,18,H,7,2,ECA3275,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H08,48h,10,15hHB101,18,H,8,2,ECA3584,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H09,48h,10,15hHB101,18,H,9,2,ECA3582,NA,NA,NA,30,DMSO,Anthelmintic
ben1,Albendazole,p018,H10,48h,10,15hHB101,18,H,10,2,ECA3583,NA,NA,NA,30,DMSO,Anthelmintic
ben1,DMSO,p019,A01,48h,10,15hHB101,19,A,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A02,48h,10,15hHB101,19,A,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A03,48h,10,15hHB101,19,A,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A04,48h,10,15hHB101,19,A,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A05,48h,10,15hHB101,19,A,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A06,48h,10,15hHB101,19,A,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A07,48h,10,15hHB101,19,A,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A08,48h,10,15hHB101,19,A,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,A09,48h,10,15hHB101,19,A,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B01,48h,10,15hHB101,19,B,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B02,48h,10,15hHB101,19,B,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B03,48h,10,15hHB101,19,B,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B04,48h,10,15hHB101,19,B,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B05,48h,10,15hHB101,19,B,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B06,48h,10,15hHB101,19,B,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B07,48h,10,15hHB101,19,B,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B08,48h,10,15hHB101,19,B,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,B09,48h,10,15hHB101,19,B,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C01,48h,10,15hHB101,19,C,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C02,48h,10,15hHB101,19,C,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C03,48h,10,15hHB101,19,C,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C04,48h,10,15hHB101,19,C,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C05,48h,10,15hHB101,19,C,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C06,48h,10,15hHB101,19,C,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C07,48h,10,15hHB101,19,C,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C08,48h,10,15hHB101,19,C,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,C09,48h,10,15hHB101,19,C,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D01,48h,10,15hHB101,19,D,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D02,48h,10,15hHB101,19,D,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D03,48h,10,15hHB101,19,D,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D04,48h,10,15hHB101,19,D,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D05,48h,10,15hHB101,19,D,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D06,48h,10,15hHB101,19,D,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D07,48h,10,15hHB101,19,D,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D08,48h,10,15hHB101,19,D,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,D09,48h,10,15hHB101,19,D,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E01,48h,10,15hHB101,19,E,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E02,48h,10,15hHB101,19,E,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E03,48h,10,15hHB101,19,E,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E04,48h,10,15hHB101,19,E,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E05,48h,10,15hHB101,19,E,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E06,48h,10,15hHB101,19,E,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E07,48h,10,15hHB101,19,E,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E08,48h,10,15hHB101,19,E,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,E09,48h,10,15hHB101,19,E,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F01,48h,10,15hHB101,19,F,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F02,48h,10,15hHB101,19,F,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F03,48h,10,15hHB101,19,F,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F04,48h,10,15hHB101,19,F,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F05,48h,10,15hHB101,19,F,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F06,48h,10,15hHB101,19,F,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F07,48h,10,15hHB101,19,F,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F08,48h,10,15hHB101,19,F,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,F09,48h,10,15hHB101,19,F,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G01,48h,10,15hHB101,19,G,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G02,48h,10,15hHB101,19,G,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G03,48h,10,15hHB101,19,G,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G04,48h,10,15hHB101,19,G,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G05,48h,10,15hHB101,19,G,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G06,48h,10,15hHB101,19,G,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G07,48h,10,15hHB101,19,G,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G08,48h,10,15hHB101,19,G,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,G09,48h,10,15hHB101,19,G,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H01,48h,10,15hHB101,19,H,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H02,48h,10,15hHB101,19,H,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H03,48h,10,15hHB101,19,H,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H04,48h,10,15hHB101,19,H,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H05,48h,10,15hHB101,19,H,5,2,VC364,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H06,48h,10,15hHB101,19,H,6,2,ECA3257,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H07,48h,10,15hHB101,19,H,7,2,ECA3260,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H08,48h,10,15hHB101,19,H,8,2,ECA3581,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p019,H09,48h,10,15hHB101,19,H,9,2,ECA3726,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A01,48h,10,15hHB101,20,A,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A02,48h,10,15hHB101,20,A,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A03,48h,10,15hHB101,20,A,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A04,48h,10,15hHB101,20,A,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A05,48h,10,15hHB101,20,A,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A06,48h,10,15hHB101,20,A,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A07,48h,10,15hHB101,20,A,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A08,48h,10,15hHB101,20,A,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A09,48h,10,15hHB101,20,A,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,A10,48h,10,15hHB101,20,A,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B01,48h,10,15hHB101,20,B,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B02,48h,10,15hHB101,20,B,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B03,48h,10,15hHB101,20,B,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B04,48h,10,15hHB101,20,B,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B05,48h,10,15hHB101,20,B,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B06,48h,10,15hHB101,20,B,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B07,48h,10,15hHB101,20,B,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B08,48h,10,15hHB101,20,B,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B09,48h,10,15hHB101,20,B,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,B10,48h,10,15hHB101,20,B,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C01,48h,10,15hHB101,20,C,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C02,48h,10,15hHB101,20,C,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C03,48h,10,15hHB101,20,C,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C04,48h,10,15hHB101,20,C,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C05,48h,10,15hHB101,20,C,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C06,48h,10,15hHB101,20,C,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C07,48h,10,15hHB101,20,C,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C08,48h,10,15hHB101,20,C,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C09,48h,10,15hHB101,20,C,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,C10,48h,10,15hHB101,20,C,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D01,48h,10,15hHB101,20,D,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D02,48h,10,15hHB101,20,D,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D03,48h,10,15hHB101,20,D,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D04,48h,10,15hHB101,20,D,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D05,48h,10,15hHB101,20,D,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D06,48h,10,15hHB101,20,D,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D07,48h,10,15hHB101,20,D,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D08,48h,10,15hHB101,20,D,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D09,48h,10,15hHB101,20,D,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,D10,48h,10,15hHB101,20,D,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E01,48h,10,15hHB101,20,E,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E02,48h,10,15hHB101,20,E,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E03,48h,10,15hHB101,20,E,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E04,48h,10,15hHB101,20,E,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E05,48h,10,15hHB101,20,E,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E06,48h,10,15hHB101,20,E,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E07,48h,10,15hHB101,20,E,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E08,48h,10,15hHB101,20,E,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E09,48h,10,15hHB101,20,E,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,E10,48h,10,15hHB101,20,E,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F01,48h,10,15hHB101,20,F,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F02,48h,10,15hHB101,20,F,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F03,48h,10,15hHB101,20,F,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F04,48h,10,15hHB101,20,F,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F05,48h,10,15hHB101,20,F,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F06,48h,10,15hHB101,20,F,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F07,48h,10,15hHB101,20,F,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F08,48h,10,15hHB101,20,F,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F09,48h,10,15hHB101,20,F,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,F10,48h,10,15hHB101,20,F,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G01,48h,10,15hHB101,20,G,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G02,48h,10,15hHB101,20,G,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G03,48h,10,15hHB101,20,G,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G04,48h,10,15hHB101,20,G,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G05,48h,10,15hHB101,20,G,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G06,48h,10,15hHB101,20,G,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G07,48h,10,15hHB101,20,G,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G08,48h,10,15hHB101,20,G,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G09,48h,10,15hHB101,20,G,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,G10,48h,10,15hHB101,20,G,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H01,48h,10,15hHB101,20,H,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H02,48h,10,15hHB101,20,H,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H03,48h,10,15hHB101,20,H,3,2,ECA3595,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H04,48h,10,15hHB101,20,H,4,2,ECA3600,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H05,48h,10,15hHB101,20,H,5,2,ECA3585,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H06,48h,10,15hHB101,20,H,6,2,ECA3628,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H07,48h,10,15hHB101,20,H,7,2,ECA3275,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H08,48h,10,15hHB101,20,H,8,2,ECA3584,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H09,48h,10,15hHB101,20,H,9,2,ECA3582,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p020,H10,48h,10,15hHB101,20,H,10,2,ECA3583,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p021,A01,48h,10,15hHB101,21,A,1,2,N2,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p021,A02,48h,10,15hHB101,21,A,2,2,ECA882,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p021,A03,48h,10,15hHB101,21,A,3,2,ECA3693,NA,NA,NA,0,DMSO,Both
ben1,DMSO,p021,A04,48h,10,15hHB101,21,A,4,2,ECA3694,NA,NA,NA,0,DMSO,Both
